farm,asset_id,component,tbf_days,censored,interval_start,interval_end,interval_type
C,23,Cooling System,4175.659722222223,True,2017-10-07 02:10:00,2029-03-13 18:00:00,zero_failures_censored
C,32,Cooling System,399.0,True,2019-02-02 00:00:00,2020-03-07 00:00:00,zero_failures_censored
C,33,Cooling System,3241.7708333333335,True,2019-03-30 00:00:00,2028-02-12 18:30:00,zero_failures_censored
C,34,Cooling System,2628.972222222222,True,2019-06-11 10:40:00,2026-08-22 10:00:00,zero_failures_censored
C,35,Cooling System,4554.638888888889,True,2014-10-13 08:40:00,2027-04-03 00:00:00,zero_failures_censored
C,38,Cooling System,2587.8888888888887,True,2018-11-16 01:30:00,2025-12-16 22:50:00,zero_failures_censored
C,42,Cooling System,1464.826388888889,True,2021-10-10 09:30:00,2025-10-14 05:20:00,zero_failures_censored
C,43,Cooling System,3054.5416666666665,True,2016-05-05 00:00:00,2024-09-14 13:00:00,zero_failures_censored
C,44,Cooling System,2486.8819444444443,True,2015-08-03 14:00:00,2022-05-25 11:10:00,zero_failures_censored
C,50,Cooling System,2505.7916666666665,True,2017-10-27 11:30:00,2024-09-06 06:30:00,zero_failures_censored
C,52,Cooling System,1048.5902777777778,True,2021-10-16 13:00:00,2024-08-30 03:10:00,zero_failures_censored
C,53,Cooling System,3286.9930555555557,True,2019-01-07 00:00:00,2028-01-06 23:50:00,zero_failures_censored
C,55,Cooling System,4664.923611111111,True,2016-08-02 07:30:00,2029-05-11 05:40:00,zero_failures_censored
C,56,Cooling System,4064.7638888888887,True,2015-07-06 23:10:00,2026-08-22 17:30:00,zero_failures_censored
